,title,date,company,rating,salary,location,summary,requirements
653,"Data Scientist, Network Big Data CoE",30+ days ago,Bell Canada,3.8,,"Mississauga, ON",Familiarity working with NoSQL databases and unstructured/semi-structured data.Highly analytical skills and ability to work with large and complex technical…,
654,Senior Data Scientist - QuantumBlack,30+ days ago,McKinsey & Company,4.3,,"Montréal, QC","As a data scientist at QuantumBlack, you will work with other data scientists, data engineers, machine learning engineers, designers and project managers on…",
655,"Senior Data Scientist, AWS Security",25 days ago,"AMZN CAN Fulfillment Svcs, ULC",3.6,,"Vancouver, BC",Excited by using massive amounts of data to create sophisticated security analytics?You will enhance real-time proactive and preemptive systems using data…,
656,Analytics Consultant,16 days ago,Advanced Analytics and Research Lab (AAARL),,,"Toronto, ON","Has experiences in data visualization, such as Tableau or Qlik.Attend analytics, data science, AI and industry conferences and workshops, developing your own…",
657,Research Associate - Machine Learning and Flood Forecasting,18 days ago,National Research Council Canada,4.1,"$56,374 - $159,364 a year","Ottawa, ON","Experience with analysing remote sensing data, especially using machine learning methods, is a valuable asset.Ability working in multi-disciplinary teams;",
658,Data Scientist,30+ days ago,7X Powered Inc.,4.3,,"Calgary, AB","Turning questions that start with “why” into data-driven answers.Using data and trends to drive sophisticated forecasting, modeling and contact strategies.",SAS and/or R: 4 years
659,"Data Scientist, People Analytics",30+ days ago,Restaurant Brands International,3.2,,"Toronto, ON","A newly created role within RBI, we are looking for an experienced data scientist to help us build a people analytics function.",
660,Senior Machine Learning Scientist,30+ days ago,1QBit,,,"Vancouver, BC","3+ years of experience solving real-world data-centric problems.As a Senior Machine Learning Scientist, not only will you be a principle contributor…",
661,Cloud Solution Architect – Data Scientist,24 days ago,Microsoft,4.2,,"Calgary, AB","As a customer-facing data scientist, you will be focused on solving customer-driven business problems with AI and Machine Learning (ML).",
662,"Data Scientist, Game",17 days ago,Prodigy Game,4.6,,"Oakville, ON",At least 2 years of data analytics experience.Ability to translate data insights into actionable steps.Experience in cloud ecosystems and their data tooling …,
663,Data Scientist / Engineer,30+ days ago,"LotusFlare, Inc.",,,"Toronto, ON",Candidate must be able to effectively synthesize disparate quantitative and qualitative data sets to make data-driven decisions.,
664,Consultant Big Data (H/F),21 days ago,DAVIDSON,,,"Montréal, QC","Dans le cadre de projets Big Data menés par Davidson pour ses clients dans des secteurs variés (Gaming, Luxe, Télécoms, Finance, etc.), tu interviendras en tant…",
665,Sr. Data Scientist,30+ days ago,"AMZN CAN Fulfillment Svcs, ULC",3.6,,Ontario,"Ability to clean, transform, and merge your own data in a procedural language like Python or R.This is a unique, high visibility opportunity for someone who…",
666,"Manager, Business Analytics (Analytics Translator)",6 days ago,Bayer,4.2,,"Mississauga, ON","Understanding of data modeling and different data structures.Identify mechanism to capture new data (e.g., CRM, sensors), clear organizational hurdles to gain…",
667,Machine Learning Engineer/Data Scientist,30+ days ago,Crescendo Technology,4.8,,"Toronto, ON","We are looking for someone with strong background in statistics, modelling and algorithms (machine learning or other) and who has the ability to convey complex…",
668,Tech- Data Scientist & Client Integration Associate,30+ days ago,Exiger,2.6,,"Toronto, ON","Strong data analysis skills & experience with data wrangling with Python.Knowledge of application, data, and infrastructure architecture disciplines.",
669,"Data Scientist, Video Analytics",30+ days ago,Geotab,,,"Oakville, ON","Interface with product managers, data engineers, data scientists and software developers to gather requirements.Practical understanding of Python and SQL.",
670,Data Scientist,30+ days ago,Etraveli Group,,,"Toronto, ON",Our team of software engineers and data scientists thrive in solving complex computational problems.You will help build data pipelines that can handle…,
671,Machine Learning Developer,30+ days ago,Rock FOC Technology,,,"Windsor, ON",Build data pipelines that pull data from various sources.Work with data scientists and product owners to frame problems within a business context.,
672,Senior Data Scientist,20 days ago,SOTI Inc.,3.4,,"Mississauga, ON","Oversee the work several junior data scientists.Strong data profiling, cleaning, mining, and technical documentation skills.",
673,NLP Scientist,30+ days ago,Alexsei,,,"Toronto, ON",Use advanced computational techniques to analyze vast pools of data under the limited guidance of the lead/principal data scientist.,
674,Data Scientist - RACE21,30+ days ago,Teck Resources Limited,3.8,,"Vancouver, BC",Familiar with data modeling and different data structures and algorithms.Ensures all automated processes preserve data by managing the alignment of data…,
675,Junior Data Science Specialist - MAP,13 days ago,St. Michael's Hospital,4.1,,"Toronto, ON","Prior experience in cleaning raw data, exploratory data analyses - required.Demonstrate understanding of various sources of biases in data.",
676,Ingénieur.e en apprentissage machine / Machine Learning Engi...,30+ days ago,CAE Inc.,3.7,,"Saint-Laurent, QC","Understanding of data structures, data modeling and software architecture.You will bridge the gap between the academic world of data science with products that…",
677,"Deep Learning and Embedded Software Engineer, Entry Level",18 days ago,NXP Semiconductors,3.8,,"Kanata, ON","Evaluating state of the art deep learning and autonomous drive algorithms from perception to planning.Embedded software development for applications, demos,…",
678,"Student Intern, Data Analyst & Quote Controller",5 days ago,Celestica,3.9,,"Toronto, ON","Compile, analyze and reporting of indirect procurement data.The data is reported to various senior leaders in the company including the CPO.",
679,Data Scientist,30+ days ago,Services Conseils IntelliSoft inc.,,,"Montréal, QC","Extraire et analyser les données se trouvant dans les bases de données de l’entreprise afin d’optimiser et d’améliorer le développement des produits, les…",
680,Senior Data Scientist,24 days ago,Visual Defence Inc,3.8,,"Richmond Hill, ON",The Sr. Data Scientist will work with Visual Defence’s Research and Development team under the guidance of the company’s Director of Research and Development.,Machine Learning: 3 yearsPython: 3 yearsDoctoral Degree
681,Software Engineer - Machine Learning (Remote),17 days ago,Yelp,,,Remote,"Experience with data ETL and data analysis packages and workflows (SQL, MapReduce, Spark, etc.).Lead the development of machine learned models for offline,…",
682,Senior Data Scientist,30+ days ago,Enverus,,,"Calgary, AB",Previous experience working on data products.Manage the development of data science product features.Build data products to solve business problems in the oil…,
683,Data Scientist - Lodging Team,21 days ago,Hopper,,,"Montréal, QC","Use machine learning and big data tools on large and complex data sets to enhance our data-driven, personalized travel advice.",
684,Data Science Team Manager,11 days ago,SomaDetect,,,Quebec Province,Accountable for the safety and accuracy of research data storage and security.The Data Science Team Manager collaborates with a team of Data scientists and AI…,
685,"Associate Educator, Data Scientist",30+ days ago,BrainStation,3.8,,"Vancouver, BC",Actively work on writing and researching new content to teach the most up to date skills in data science to our students.Experience building and leading teams.,
686,Senior Data Scientist,9 days ago,Loblaw Companies Limited,3.5,,"Brampton, ON","Develop powerful business insights from data using a range of analytical techniques including, but not limited to building predictive models that learn from and…",
